Problem,Contest,Index,Tags,solvedCount
Fix a Tree,698,B,"constructive algorithms, dfs and similar, dsu, graphs, trees",5458
Puzzles,696,B,"dfs and similar, math, probabilities, trees",3226
Xor-sequences,691,E,matrices,2193
Swaps in Permutation,691,D,"dfs and similar, dsu, math",4999
Exponential notation,691,C,"implementation, strings",2383
Photographs (I),690,E1,,644
The Wall (medium),690,D2,combinatorics,1177
Recover Polygon (easy),690,B1,,899
Mike and Chocolate Thieves,689,C,"binary search, combinatorics, math",4556
The Values You Can Make,687,C,dp,4511
Remainders Game,687,B,"chinese remainder theorem, math, number theory",5299
Kay and Snowflake,685,B,"data structures, dfs and similar, dp, trees",3489
Robbers' watch,685,A,"brute force, combinatorics, dp, math",4072
Exchange of Books,683,H,*special,88
The Fraction,683,G,*special,124
Reformat the String,683,F,*special,140
Hammer throwing,683,E,*special,180
Alyona and Strings,682,D,"dp, strings",3127
Iterated Linear Function,678,D,"math, number theory",3982
Tree Construction,675,D,"data structures, trees",3347
Recycling Bottles,671,A,"dp, geometry, greedy, implementation",4072
Correct Bracket Sequence Editor,670,E,"data structures, dsu, strings",3079
Reberland Linguistics,666,A,"dp, implementation, strings",3359
Simple Subset,665,D,"constructive algorithms, greedy, number theory",2980
Rebus,663,A,"constructive algorithms, expression parsing, greedy, math",2986
Primes in Interval,661,F,*special,214
Seasons,661,B,*special,219
Number of Parallelograms,660,D,geometry,3583
You're a Professional,656,G,*special,451
Ace It!,656,F,*special,758
Scrambled,656,B,"*special, implementation",1581
Da Vinci Powers,656,A,*special,3392
Bear and Up-Down,653,C,"brute force, implementation",1607
Nested Segments,652,D,"data structures, sortings",3523
Foe Pairs,652,C,"combinatorics, sortings, two pointers",2917
Image Preview,650,B,"binary search, brute force, dp, two pointers",3262
Robot Rapping Results Report,645,D,"binary search, dp, graphs",2584
Processing Queries,644,B,"*special, constructive algorithms, data structures, two pointers",2550
Little Artem and Dance,641,C,"brute force, constructive algorithms, implementation",2813
Three-dimensional Turtle Super Computer ,638,D,"brute force, dfs and similar, graphs",664
Road Improvement,638,C,"*special, dfs and similar, graphs, greedy, trees",1390
Spy Syndrome 2,633,C,"data structures, dp, hashing, implementation, sortings, string suffix structures, strings",2473
The Smallest String Concatenation,632,C,"sortings, strings",6511
Report,631,C,"data structures, sortings",3587
Pyramids,630,Q,"geometry, math",1147
Turn,630,M,"geometry, math",1054
Parking Lot,630,I,"combinatorics, math",5815
A rectangle,630,E,math,1993
Factory Repairs,627,B,data structures,2524
XOR Equation,627,A,"dp, math",3849
Jerry's Protest,626,D,"brute force, combinatorics, dp, probabilities",2584
Guest From the Past,625,A,"implementation, math",5261
Graph and String,623,A,"constructive algorithms, graphs",4227
Optimal Number Permutation,622,D,constructive algorithms,2653
Not Equal on a Segment,622,C,"data structures, implementation",5883
Wet Shark and Flowers,621,C,"combinatorics, math, number theory, probabilities",5131
Polyline,617,D,"constructive algorithms, implementation",4066
Skills,613,B,"binary search, brute force, dp, greedy, sortings, two pointers",2079
Peter and Snow Blower,613,A,"binary search, geometry, ternary search",3136
The Union of k-Segments,612,D,"greedy, sortings",3468
Harmony Analysis,610,C,constructive algorithms,2756
Zuma,607,B,dp,9790
Lazy Student,605,B,"constructive algorithms, data structures, graphs",3307
Moodular Arithmetic,603,B,"combinatorics, dfs and similar, dsu, math, number theory",2504
Make Palindrome,600,C,"constructive algorithms, greedy, strings",5355
Spongebob and Squares,599,D,"brute force, math",2493
Igor In the Museum,598,D,"dfs and similar, graphs, shortest paths",9614
Subsequences,597,C,"data structures, dp",4091
Wilbur and Points,596,C,"combinatorics, greedy, sortings",2217
The Big Race,592,C,math,3008
Median Smoothing,590,A,implementation,3858
Phillip and Trains,585,B,"dfs and similar, graphs, shortest paths",3382
Gennady the Dentist,585,A,"brute force, implementation",4089
Dima and Lisa,584,D,"brute force, math, number theory",8337
Marina and Vasya,584,C,"constructive algorithms, greedy, strings",5990
Once Again...,582,B,"constructive algorithms, dp, matrices",3229
GCD Table,582,A,"constructive algorithms, greedy, number theory",7290
Three Logos,581,D,"bitmasks, brute force, constructive algorithms, geometry, implementation, math",3203
Kefa and Dishes,580,D,"bitmasks, dp",8443
"""Or"" Game",578,B,"brute force, greedy",5027
A Problem about Polyline,578,A,"geometry, math",4614
Modulo Sum,577,B,"combinatorics, data structures, dp, two pointers",10634
Bots,575,H,"combinatorics, dp, math, number theory",1574
Tablecity,575,D,"constructive algorithms, implementation",1790
Symmetric and Transitive,568,B,"combinatorics, dp, math",2186
One-Dimensional Battle Ships,567,D,"binary search, data structures, greedy, sortings",4475
Geometric Progression,567,C,"binary search, data structures, dp",9006
Restructuring Company,566,D,"data structures, dsu",2882
Equivalent Strings,559,B,"divide and conquer, hashing, sortings, strings",10018
Amr and Chemistry,558,C,"brute force, graphs, greedy, math, shortest paths",3816
Arthur and Table,557,C,"brute force, data structures, dp, greedy, math, sortings",3878
Kyoya and Permutation,553,B,"binary search, combinatorics, constructive algorithms, greedy, implementation, math",2073
Vanya and Triangles,552,D,"brute force, combinatorics, data structures, geometry, math, sortings",4213
Vanya and Scales,552,C,"brute force, dp, greedy, math, meet-in-the-middle, number theory",5259
ZgukistringZ,551,B,"brute force, constructive algorithms, implementation, strings",3705
Regular Bridge,550,D,"constructive algorithms, graphs, implementation",3126
Haar Features,549,D,"greedy, implementation",2095
Mike and Feet,547,B,"binary search, data structures, dp, dsu",7596
Soldier and Number Game,546,D,"constructive algorithms, dp, math, number theory",10720
Writing Code,543,A,dp,7405
Bad Luck Island,540,D,"dp, probabilities",4961
School Marks,540,B,"greedy, implementation",4528
Weird Chess,538,D,"brute force, constructive algorithms, implementation",2394
Tavas and Malekas,535,D,"greedy, hashing, string suffix structures, strings",3631
Tavas and Karafs,535,C,"binary search, greedy, math",3651
Handshakes,534,D,"binary search, constructive algorithms, data structures, greedy",2318
Correcting Mistakes,533,E,"constructive algorithms, dp, greedy, hashing, strings, two pointers",2087
Board Game,533,C,"games, greedy, implementation, math",2105
Sum and product,530,E,*special,297
Group Photo 2 (online mirror version),529,B,"brute force, greedy, sortings",832
Clique Problem,527,D,"data structures, dp, greedy, implementation, sortings",4455
The Art of Dealing with ATM,524,C,"binary search, sortings",1954
Фото на память - 2 (round version),524,B,"dp, greedy",1419
A and B and Interesting Substrings,519,D,"data structures, dp, two pointers",6119
Ilya and Escalator,518,D,"combinatorics, dp, math, probabilities",6376
Inversions problem,513,G1,"brute force, dfs and similar, dp, meet-in-the-middle",1732
Permutations,513,B2,"bitmasks, divide and conquer, math",2540
Fox And Jumping,510,D,"bitmasks, brute force, dp, math",4929
Guess Your Way Out!,507,C,"implementation, math, trees",4174
"Mr. Kitayuta, the Treasure Hunter",505,C,"dfs and similar, dp, two pointers",5735
New Year Santa Network,500,D,"combinatorics, dfs and similar, graphs, trees",2987
Crazy Town,498,A,geometry,6231
Tennis Game,496,D,binary search,2930
Vasya and Chess,493,D,"constructive algorithms, games, math",9263
Vanya and Computer Game,492,D,"binary search, implementation, math, sortings",3033
Chocolate,490,D,"brute force, dfs and similar, math, meet-in-the-middle, number theory",2032
Hacking Cypher,490,C,"brute force, math, number theory, strings",8695
Unbearable Controversy of Being,489,D,"brute force, combinatorics, dfs and similar, graphs",6405
Candy Boxes,488,B,"brute force, constructive algorithms, math",2049
Fight the Monster,487,A,"binary search, brute force, implementation",3610
Palindrome Transformation,486,C,"brute force, greedy, implementation",11220
Bits,484,A,"bitmasks, constructive algorithms",10159
Friends and Presents,483,B,"binary search, math",3923
Interesting Array,482,B,"constructive algorithms, data structures, trees",5879
Riding in a Lift,479,E,"combinatorics, dp",4830
Long Jumps,479,D,"binary search, greedy, implementation",4599
Table Decorations,478,C,greedy,16653
Dreamoon and Sets,476,D,"constructive algorithms, greedy, math",4163
Flowers,474,D,dp,22108
Design Tutorial: Inverse the Problem,472,D,"dfs and similar, dsu, shortest paths, trees",4624
MUH and Cube Walls,471,D,"string suffix structures, strings",6809
MUH and House of Cards,471,C,"binary search, brute force, greedy, math",3468
Chessboard,470,E,*special,187
Caesar Cipher,470,D,*special,141
Eval,470,C,*special,165
Hexakosioihexekontahexaphobia,470,B,*special,248
George and Job,467,C,"dp, implementation",13418
Number of Ways,466,C,"binary search, brute force, data structures, dp, two pointers",32562
No to Palindromes!,464,A,"greedy, strings",5714
Gargari and Permutations,463,D,"dfs and similar, dp, graphs, implementation",5587
Gargari and Bishops,463,C,"greedy, hashing, implementation",8142
Present,460,C,"binary search, data structures, greedy",5854
Pashmak and Graph,459,E,"dp, sortings",5089
Pashmak and Parmida's problem,459,D,"data structures, divide and conquer, sortings",8826
Pashmak and Buses,459,C,"combinatorics, constructive algorithms, math",5944
Distributed Join,457,B,greedy,1113
Golden System,457,A,"math, meet-in-the-middle",1185
A Lot of Games,455,B,"dfs and similar, dp, games, implementation, strings, trees",5417
"Washer, Dryer, Folder",452,D,"greedy, implementation",1451
4-point polyline,452,B,"brute force, constructive algorithms, geometry, trees",1947
Predict Outcome of the Game,451,C,"brute force, implementation, math",3243
Jzzhu and Chocolate,449,A,"greedy, math",3811
Multiplication Table,448,D,"binary search, brute force",12401
Painting Fence,448,C,"divide and conquer, dp, greedy",7459
Andrey and Problem,442,B,"greedy, math, probabilities",4764
Borya and Hanabi,442,A,"bitmasks, brute force, implementation",2060
One-Based Arithmetic,440,C,"brute force, dfs and similar, divide and conquer",861
Devu and his Brother,439,D,"binary search, sortings, ternary search, two pointers",5456
Devu and Partitioning of the Array,439,C,"brute force, constructive algorithms, implementation, number theory",3737
The Child and Zoo,437,D,"dsu, sortings",3030
Dungeons and Candies,436,C,"dsu, graphs, greedy, trees",2519
Ryouko's Memory Note,433,C,"implementation, math, sortings",2361
Prime Swaps,432,C,"greedy, sortings",2396
Checkposts,427,C,"dfs and similar, graphs, two pointers",12003
Bug in Code,421,D,"binary search, data structures, sortings",479
Bug in Code,420,C,"data structures, graphs, implementation, two pointers",1173
Online Meeting,420,B,implementation,997
Cunning Gena,417,D,"bitmasks, dp, greedy, sortings",2229
E-mail Addresses,412,E,implementation,793
Kicker,411,C,implementation,1009
1,409,F,*special,1981
Dome,409,E,*special,520
Big Data,409,D,*special,1630
Magnum Opus,409,C,*special,1874
Mysterious Language,409,B,*special,1301
The Great Game,409,A,*special,2328
Toy Sum,405,D,"greedy, implementation, math",3055
Minesweeper 1D,404,D,"dp, implementation",1895
Restore Graph,404,C,"dfs and similar, graphs, sortings",4808
Upgrading Array,402,D,"dp, greedy, math, number theory",2453
Fox and Minimal path,388,B,"bitmasks, constructive algorithms, graphs, implementation, math",2367
George and Number,387,C,"greedy, implementation",2137
Bear and Prime Numbers,385,C,"binary search, brute force, data structures, dp, implementation, math, number theory",9059
Arithmetic Progression,382,C,"implementation, sortings",7938
Preparing for the Contest,377,B,"binary search, data structures, greedy, sortings",1949
Inna and Dima,374,C,"dfs and similar, dp, graphs, implementation",2578
Counting Rectangles is Fun,372,B,"brute force, divide and conquer, dp",2436
Vessels,371,D,"data structures, dsu, implementation, trees",4956
Mittens,370,C,"constructive algorithms, greedy, sortings",1477
Sereja ans Anagrams,367,B,"binary search, data structures",2344
Dima and Salad,366,C,dp,4269
Renting Bikes,363,D,"binary search, greedy",3625
Insertion Sort,362,C,"data structures, dp, implementation, math",1556
Levko and Array Recovery,360,A,"greedy, implementation",2008
Prime Number,359,C,"math, number theory",2864
Dima and Hares,358,D,"dp, greedy",3706
Xenia and Hamming,356,B,"implementation, math",1857
Two Heaps,353,B,"combinatorics, constructive algorithms, greedy, implementation, math, sortings",2150
Jeff and Furik,351,B,"combinatorics, dp, probabilities",2225
Jeff and Rounding,351,A,"dp, greedy, implementation, math",2652
Color the Fence,349,B,"data structures, dp, greedy, implementation",12994
Read Time,343,C,"binary search, greedy, two pointers",2821
Cupboard and Balloons,342,C,geometry,1787
Xenia and Bit Operations,339,D,"data structures, trees",21697
Xenia and Weights,339,C,"constructive algorithms, dfs and similar, dp, graphs, greedy, shortest paths",7954
Vasily the Bear and Sequence,336,C,"brute force, greedy, implementation, number theory",2343
Vasily the Bear and Fly,336,B,math,1161
Palindrome,335,B,"constructive algorithms, dp",1893
Chips,333,B,greedy,2574
Shave Beaver!,331,B2,data structures,656
Shave Beaver!,331,B1,implementation,696
IQ Test,328,A,implementation,1810
Block Tower,327,D,"constructive algorithms, dfs and similar, graphs",2131
Magic Five,327,C,"combinatorics, math",3001
Stadium and Games,325,B,"binary search, math",1444
Ciel and Duel,321,B,"dp, flows, greedy",2774
Ciel and Robot,321,A,"binary search, implementation, math",3478
Psychos in a Line,319,B,"data structures, implementation",3869
Good Substrings,316,G1,"hashing, strings",876
Memory for Arrays,309,C,"binary search, bitmasks, greedy",1089
Continued Fractions,305,B,"brute force, implementation, math",1977
Rectangle Puzzle II,303,B,"implementation, math",1305
Yaroslav and Sequence,301,A,constructive algorithms,2927
Beautiful Numbers,300,C,"brute force, combinatorics",8312
Parity Game,297,A,constructive algorithms,3524
Greg and Graph,295,B,"dp, graphs, shortest paths",11774
Shaass and Lights,294,C,"combinatorics, number theory",3473
Shaass and Bookshelf,294,B,"dp, greedy",4187
Copying Data,292,E,data structures,3692
Connected Components,292,D,"data structures, dfs and similar, dp, dsu",2230
WTF?,290,C,"*special, graph matchings, implementation, trees",1458
Polo the Penguin and XOR operation,288,C,"implementation, math",2173
Pipeline,287,B,"binary search, math",8059
Permutation Sum,285,D,"bitmasks, combinatorics, dp, implementation, meet-in-the-middle",1476
Cow Program,283,B,"dfs and similar, dp, graphs",3539
Nearest Fraction,281,B,"brute force, implementation, two pointers",2883
Maximum Xor Secondary,280,B,"data structures, implementation, two pointers",4210
Beautiful Decomposition,279,E,"dp, games, greedy, number theory",1374
Ladder,279,C,"dp, implementation, two pointers",7799
Little Girl and Maximum XOR,276,D,"bitmasks, dp, greedy, implementation, math",12115
Convex Shape,275,B,"constructive algorithms, implementation",2727
Zero Tree,274,B,"dfs and similar, dp, greedy, trees",4729
Good Substrings,271,D,"data structures, strings",9420
Greenhouse Effect,269,B,dp,5901
Cycle in Graph,263,D,"dfs and similar, graphs",3046
Maxim and Restaurant,261,B,"dp, math, probabilities",1324
Balls and Boxes,260,C,"constructive algorithms, greedy, implementation",2872
Little Elephant and Elections,258,B,"brute force, combinatorics, dp",1383
Sum,257,D,"greedy, math",1521
View Angle,257,C,"brute force, geometry, math",4069
Mr. Bender and Square,255,D,"binary search, implementation, math",1871
Anagram,254,C,"greedy, strings",1396
Unsorting Array,252,B,"brute force, sortings",1630
Playing with Permutations,251,B,"implementation, math",1223
Building Bridge,250,D,"geometry, ternary search, two pointers",854
Queries for Number of Palindromes,245,H,"dp, hashing, strings",5327
Game with Coins,245,C,greedy,1492
King's Path,242,C,"dfs and similar, graphs, hashing, shortest paths",7515
Challenging Balloons,241,G,constructive algorithms,522
Boring Partition,238,B,constructive algorithms,1225
Fence,234,F,dp,1640
Table,232,B,"bitmasks, combinatorics, dp, math",1349
Triangles,229,C,"combinatorics, graphs, math",1560
Planets,229,B,"binary search, data structures, graphs, shortest paths",4229
The Road to Berland is Paved With Good Intentions,228,E,"2-sat, dfs and similar, dsu, graphs",2191
Naughty Stone Piles,226,B,greedy,1464
Barcode,225,C,"dp, matrices",8385
Partial Sums,223,C,"combinatorics, math, number theory",1467
Two Strings,223,B,"data structures, dp, strings",1646
Bracket Sequence,223,A,"data structures, expression parsing, implementation",2429
Decoding Genome,222,E,"dp, matrices",2312
Olympiad,222,D,"binary search, greedy, sortings, two pointers",2098
Reducing Fractions,222,C,"implementation, math, number theory, sortings",2006
Little Elephant and Array,220,B,"constructive algorithms, data structures",8607
Choosing Capital for Treeland,219,D,"dfs and similar, dp, graphs, trees",7926
Spider's Web,216,D,"binary search, sortings, two pointers",1283
Hiring Staff,216,C,greedy,1767
Forming Teams,216,B,"dfs and similar, implementation",5737
Hot Days,215,D,greedy,1491
Numbers,213,B,"combinatorics, dp",1628
Game,213,A,"dfs and similar, greedy",1655
Police Station,208,C,"dp, graphs, shortest paths",1691
Solitaire,208,B,"dfs and similar, dp",1284
The Beaver's Problem - 3,207,D9,,72
The Beaver's Problem - 3,207,D1,,105
Military Trainings,207,B3,,150
Military Trainings,207,B2,,165
Beaver's Calculator 1.0,207,A2,greedy,205
Hit Ball,203,D,"geometry, implementation, math",1378
Brand New Easy Problem,202,B,brute force,788
Guess That Car!,201,B,"math, ternary search",1225
Clear Symmetry,201,A,"constructive algorithms, dp, math",2890
Programming Language,200,D,"binary search, brute force, expression parsing, implementation",851
Football Championship,200,C,"brute force, implementation",979
Special Olympics,199,B,geometry,763
About Bacteria,198,A,"implementation, math",3041
Analyzing Polyline,195,D,"geometry, math, sortings",982
Try and Catch,195,C,"expression parsing, implementation",1072
Cutting Figure,193,A,"constructive algorithms, graphs, trees",3607
Fools and Roads,191,C,"data structures, dfs and similar, trees",6251
Demonstration,191,B,greedy,977
Non-Secret Cypher,190,D,two pointers,2141
Surrounded,190,B,geometry,2725
Stack,188,H,"*special, expression parsing, implementation",236
AlgoRace,187,B,"dp, shortest paths",1799
Mushroom Scientists,185,B,"math, ternary search",1564
Zoo,183,B,"brute force, geometry",644
Headquarters,183,A,"constructive algorithms, math",502
Wooden Fence,182,E,dp,1378
Cubes,180,E,"binary search, dp, two pointers",1651
Name,180,D,"greedy, strings",692
Defragmentation,180,A,implementation,512
Representative Sampling,178,F1,,331
The Beaver's Problem - 2,178,E1,,277
Magic Squares,178,D2,,246
Smart Beaver and Resolving Collisions,178,C2,,272
Greedy Merchants,178,B3,,1050
Script Generation,177,F1,,285
Space Voyage,177,E2,binary search,382
Space Voyage,177,E1,binary search,553
Word Cut,176,B,dp,1599
Range Increments,174,C,"data structures, greedy",1031
Spiral Maximum,173,C,"brute force, dp",925
Chamber of Secrets,173,B,"dfs and similar, shortest paths",2627
A polyline,171,H,"*special, implementation",246
Wizards and Minimal Spell,168,B,"implementation, strings",1174
Wizards and Huge Prize,167,B,"dp, math, probabilities",2020
"Variable, or There and Back Again",164,A,"dfs and similar, graphs",940
Substring and Subsequence,163,A,dp,2527
Brackets,162,J,*special,80
Alternating case,162,H,*special,77
Factorial zeros,162,F,*special,154
HQ9+,162,E,*special,166
Remove digits,162,D,*special,216
Prime factorization,162,C,*special,548
Binary notation,162,B,*special,300
Distance in Tree,161,D,"dfs and similar, dp, trees",12341
Discounts,161,B,"constructive algorithms, greedy, sortings",1892
Find Pair,160,C,"implementation, math, sortings",3299
Zebra Tower,159,E,"*special, data structures, greedy, sortings",970
Phone Talks,158,E,"*special, dp, sortings",1428
Message,156,A,brute force,2945
Binary notation,153,B,*special,142
Coloring Brackets,149,D,dp,3283
Porcelain,148,E,dp,3604
Bag of mice,148,D,"dp, games, math, probabilities",6369
Terse princess,148,C,"constructive algorithms, greedy",2978
Lucky Number 2,145,B,constructive algorithms,2105
Missile Silos,144,D,"data structures, dfs and similar, graphs, shortest paths",3524
Help General,142,B,"constructive algorithms, greedy, implementation",2088
Queue,141,C,"constructive algorithms, greedy, sortings",2319
New Year Contest,140,D,"greedy, sortings",2163
New Year Snowmen,140,C,"binary search, data structures, greedy",4055
New Year Cards,140,B,"brute force, greedy, implementation",1451
New Year Table,140,A,"geometry, math",3993
Digits Permutations,138,B,greedy,985
Palindromes,137,D,"dp, strings",1438
Zero-One,135,C,"constructive algorithms, games, greedy",1301
Pairs of Numbers,134,B,"brute force, dfs and similar, math, number theory",1790
Logo Turtle,132,C,dp,2203
Yet Another Task with Queens,131,E,sortings,1763
Date calculation,130,J,*special,310
CAPS LOCK ON,130,G,*special,261
Password,126,B,"binary search, dp, hashing, string suffix structures, strings",16357
Hot Bath,126,A,"binary search, brute force, math",1362
Squares,123,B,math,1035
Lucky Permutation,121,C,"brute force, combinatorics, number theory",1224
Minimum Sum,120,J,"divide and conquer, geometry, sortings",865
Brevity is Soul of Wit,120,H,graph matchings,1276
Boom,120,G,implementation,662
Before Exam,119,B,"constructive algorithms, implementation, sortings",1034
Caesar's Legions,118,D,dp,15737
Fancy Number,118,C,"brute force, greedy, sortings, strings",2449
Very Interesting Game,117,B,"brute force, number theory",1514
Petya and Divisors,111,B,"binary search, data structures, number theory",3418
Lucky Tree,109,C,"dp, dsu, trees",3045
Lucky Probability,109,B,"brute force, probabilities",1292
Treasure Island,106,D,"brute force, implementation",1253
Buns,106,C,dp,5402
Dark Assembly,105,B,"brute force, probabilities",779
Transmigration,105,A,implementation,1743
Russian Roulette,103,C,"constructive algorithms, greedy",909
Buses,101,B,"binary search, data structures, dp",2330
Name the album,100,G,"*special, data structures, implementation",100
Polynom,100,F,"*special, implementation",124
Help Victoria the Wise,98,A,"brute force, implementation",1141
Volleyball,95,C,shortest paths,2532
Lucky Numbers,95,B,"dp, greedy",1136
End of Exams,93,B,greedy,886
Frames,93,A,implementation,1866
Robbery,89,A,greedy,1425
Vasya and Types,87,B,"implementation, strings",1085
Embassy Queue,85,B,"data structures, greedy",936
Biathlon,84,C,"binary search, implementation",1541
Doctor,83,B,"binary search, math, sortings",1567
Sets,82,B,"constructive algorithms, hashing, implementation",1904
Average Score,81,C,"greedy, math, sortings",1589
Sequence Formatting,81,B,"implementation, strings",1838
Beaver,79,C,"data structures, dp, greedy, hashing, strings, two pointers",1663
Falling Anvils,77,B,"math, probabilities",2486
Points,76,E,"implementation, math",1588
Plus and xor,76,D,"dp, greedy, math",1870
LionAge II,73,C,dp,1974
Oil,72,F,"*special, greedy, math",106
Ali goes shopping,72,E,"*special, brute force, strings",139
"Goshtasp, Vishtasp and Eidi",72,A,"*special, greedy, math",168
Subsegments,69,E,"data structures, implementation",3716
Dot,69,D,"dp, games",902
Optical Experiment,67,D,"binary search, data structures, dp",1259
Restoration of the Permutation,67,B,greedy,729
Partial Teacher,67,A,"dp, graphs, greedy, implementation",1936
Petya and His Friends,66,D,"constructive algorithms, math, number theory",2878
Petya and File System,66,C,"data structures, implementation",975
Harry Potter and the History of Magic,65,B,"brute force, greedy, implementation",1277
Harry Potter and Three Spells,65,A,"implementation, math",1740
Prime Segment,64,E,"*special, brute force, math, number theory",208
Presents,64,D,"*special, greedy",260
Dividing Island,63,D,constructive algorithms,1159
Bulls and Cows,63,C,"brute force, implementation",1561
Tyndex.Brome,62,B,"binary search, implementation",1221
Enemy is weak,61,E,"data structures, trees",8865
Eternal Victory,61,D,"dfs and similar, graphs, greedy, shortest paths, trees",5825
Trees,58,C,brute force,1887
Array,57,C,"combinatorics, math",2114
Corporation Mail,56,C,"data structures, expression parsing, implementation",1088
Pie or die,55,C,games,1522
Cutting Jigsaw Puzzle,54,B,"hashing, implementation",714
Blog Photo,53,B,"binary search, implementation",1305
Three Base Stations,51,C,"binary search, greedy",1612
bHTML Tables Analisys,51,B,expression parsing,816
Game,49,D,"brute force, dp, implementation",1746
Disposition,49,C,"constructive algorithms, math",1552
The Race,48,C,math,736
Comb,46,E,"data structures, dp",869
Parking Lot,46,D,"data structures, implementation",931
Planting Trees,45,J,constructive algorithms,839
Event Dates,45,D,"greedy, meet-in-the-middle, sortings",1501
Dancing Lessons,45,C,data structures,808
Phone Number,44,H,dp,1544
Hyperdrive,44,D,math,648
Game of chess unfinished,42,B,implementation,889
3-cycles,41,E,"constructive algorithms, graphs, greedy",1791
Pawn,41,D,dp,2024
Let's Go Rolling!,38,E,"dp, sortings",2331
Vasya the Architect,38,D,implementation,447
Old Berland Language,37,C,"data structures, greedy, trees",1413
Computer Game,37,B,"greedy, implementation",835
Animals,35,D,"dp, greedy",2949
Warehouse,35,B,implementation,964
Wonderful Randomized Sum,33,C,greedy,2690
String Problem,33,B,shortest paths,3654
Flea,32,C,math,1959
Schedule,31,C,implementation,1645
Shooting Gallery,30,C,"dp, probabilities",1759
Codeforces World Finals,30,B,implementation,1083
Mail Stamps,29,C,"data structures, dfs and similar, graphs, implementation",4282
Unordered Subsequence,27,C,"constructive algorithms, greedy",2581
Roads not only in Berland,25,D,"dsu, graphs, trees",9325
Roads in Berland,25,C,"graphs, shortest paths",5421
Sequence of points,24,C,"geometry, implementation, math",1173
Segments,22,D,"greedy, sortings",2475
System Administrator,22,C,graphs,2766
Jabber ID,21,A,"implementation, strings",1639
Dijkstra?,20,C,"graphs, shortest paths",26539
BerOS file system,20,A,implementation,5511
Checkout Assistant,19,B,dp,3955
Platforms,18,B,"brute force, math",1980
Fish,16,E,"bitmasks, dp, probabilities",4170
Logging,16,D,"implementation, strings",1444
Monitor,16,C,"binary search, number theory",4279
Laser,15,B,math,1208
Camels,14,E,dp,1508
Two Paths,14,D,"dfs and similar, dp, graphs, shortest paths, trees, two pointers",4034
Four Segments,14,C,"brute force, constructive algorithms, geometry, implementation, math",2896
How many trees?,9,D,"combinatorics, divide and conquer, dp",3455
Line,7,C,"math, number theory",3882
Exposition,6,E,"binary search, data structures, dsu, trees, two pointers",2814
Longest Regular Bracket Sequence,5,C,"constructive algorithms, data structures, dp, greedy, sortings, strings",11622
Mysterious Present,4,D,"dp, sortings",9112
Tic-tac-toe,3,C,"brute force, games, implementation",6498
Lorry,3,B,"greedy, sortings",3911
1870_,,D,"dfs and similar, dp, trees",4234
